Facility Name,Facility Name Normalized,Changed,VLOOKUP,Date Collected,State,County,City,State Facility Type,CTP Facility Categorization,State/Fed Regulated,State Facility ID,CMS Facility ID,Date outbreak opened,Date outreak closed,Outbreak Status,Resident Census,Resident Positives,Resident Probable Positives,Resident Deaths,Resident Probable Deaths,Staff Positive,Staff Probable Positives,Staff Deaths,Staff Probable Deaths,Resident/Staff Positives,Resident/Staff Probable Positives,Resident/Staff Deaths,Resident/Staff Probable Deaths,Resident Positives.1,Resident Probable Positives.1,Resident Deaths.1,Resident Probable Deaths.1,Staff Positive.1,Staff Probable Positives.1,Staff Deaths.1,Staff Probable Deaths.1,Resident/Staff Positives.1,Resident/Staff Probable Positives.1,Resident/Staff Deaths.1,Resident/Staff Probable Deaths.1,Residents Tested,Staff Tested,Personal Protective Equipment,VLOOKUP2,Change Score,VlookupMatch
Rosemount Pavilion,ROSEMOUNT PAVILION,,,20201104,OH,SCIOTO,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CRYSTAL CARE CENTER OF PORTSMOUTH,48,False
Scioto Residential Services,SCIOTO RESIDENTIAL SERVICES,,,20201104,OH,SCIOTO,,Intermediate Care Facility,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CRYSTAL CARE CENTER OF FRANKLIN FURNACE,42,False
Autumnwood Care Center,AUTUMNWOOD CARE CENTER,,AUTUMNWOOD CARE CENTER,20201104,OH,SENECA,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AUTUMNWOOD CARE CENTER,100,True
Elmwood At The Shawhan,ELMWOOD AT THE SHAWHAN,,,20201104,OH,SENECA,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,THE WILLOWS AT TIFFIN,45,False
Good Shepherd,GOOD SHEPHERD,,GOOD SHEPHERD,20201104,OH,SENECA,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GOOD SHEPHERD HOME,95,False
St Catherine's Manor of Fostoria,ST CATHERINE'S MANOR OF FOSTORIA,,ST CATHERINE'S MANOR OF FOSTORIA,20201104,OH,SENECA,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ST CATHERINE'S MANOR OF FOSTORIA,100,True
St Francis,ST FRANCIS SENIOR MINISTRIES,,ST FRANCIS SENIOR MINISTRIES,20201104,OH,SENECA,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ST FRANCIS SENIOR MINISTRIES,100,True
Tiffin Developmental Center,TIFFIN DEVELOPMENTAL CENTER,,,20201104,OH,SENECA,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TIFFIN REHABILITATION CENTER,65,False
Tiffin Rehabilitation Center,TIFFIN REHABILITATION CENTER,,TIFFIN REHABILITATION CENTER,20201104,OH,SENECA,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TIFFIN REHABILITATION CENTER,100,True
Willows of Tiffin,WILLOWS OF TIFFIN,,,20201104,OH,SENECA,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,THE WILLOWS AT TIFFIN,86,False
FAIR HAVEN COUNTY HOME,FAIR HAVEN COUNTY HOME,,,20201022,OH,SHELBY,,Assisted Living,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAIR HAVEN SHELBY COUNTY,83,False
OHIO LIVING,OHIO LIVING DOROTHY LOVE,,OHIO LIVING DOROTHY LOVE,20201104,OH,SHELBY,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OHIO LIVING DOROTHY LOVE,100,True
SHELBY SKILLED NURSING AND REHABILITATION,SHELBY SKILLED NURSING AND REHABILITATION,,,20201104,OH,SHELBY,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAIR HAVEN SHELBY COUNTY,86,False
SIDNEY CARE CENTER,SIDNEY CARE CENTER,,SIDNEY CARE CENTER,20201104,OH,SHELBY,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SIDNEY CARE CENTER,100,True
THE LANDINGS,THE LANDINGS,,,20201104,OH,SHELBY,,Assisted Living,Assisted Living,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAIR HAVEN SHELBY COUNTY,36,False
Altercare of Alliance,ALTERCARE OF ALLIANCE CENTER FOR REHABILITATION AND NC,,ALTERCARE OF ALLIANCE CENTER FOR REHABILITATION AND NC,20201104,OH,STARK,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ALTERCARE OF ALLIANCE CENTER FOR REHABILITATION AND NC,100,True
Altercare of Louisville,ALTERCARE OF LOUISVILLE CENTER FOR REHABILITATION AND NURSING CARE,,ALTERCARE OF LOUISVILLE CENTER FOR REHABILITATION AND NURSING CARE,20201104,OH,STARK,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ALTERCARE OF LOUISVILLE CENTER FOR REHABILITATION AND NURSING CARE,100,True
Altercare of Nobles Pond,ALTERCARE OF NOBLES POND,,ALTERCARE OF NOBLES POND,20201104,OH,STARK,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ALTERCARE OF NOBLES POND,100,True
Amherst Meadows,AMHERST MEADOWS,,AMHERST MEADOWS,20201104,OH,STARK,,Assisted Living,Assisted Living,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AMHERST MEADOWS,100,True
Aultman Woodlawn,AULTMAN WOODLAWN,,AULTMAN WOODLAWN,20201104,OH,STARK,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AULTMAN WOODLAWN,100,True
Belden Village Health Care,BELDEN VILLAGE HEALTHCARE,x,BELDEN VILLAGE HEALTHCARE,20201104,OH,STARK,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BELDEN VILLAGE HEALTHCARE,100,True
Bethany Nursing Home Inc,BETHANY NURSING HOME,,BETHANY NURSING HOME,20201104,OH,STARK,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BETHANY NURSING HOME,100,True
Brewster Parke,BREWSTER PARKE,,,20201104,OH,STARK,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BREWSTER CONVALESCENT CENTER,86,False
Canton Christian Home,CANTON CHRISTIAN HOME,,CANTON CHRISTIAN HOME,20201104,OH,STARK,,Assisted Living,Assisted Living,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CANTON CHRISTIAN HOME,100,True
Canton Regency,CANTON REGENCY,,,20201104,OH,STARK,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAURELS OF CANTON,57,False
Chapel Hill Retirement Community,CHAPEL HILL COMMUNITY,x,CHAPEL HILL COMMUNITY,20201104,OH,STARK,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHAPEL HILL COMMUNITY,100,True
Country Lawn,COUNTRY LAWN CENTER FOR REHABILITATION,,COUNTRY LAWN CENTER FOR REHABILITATION,20201104,OH,STARK,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COUNTRY LAWN CENTER FOR REHABILITATION,100,True
Danbury Senior Living Massillon,DANBURY SENIOR LIVING MASSILLON,,,20201022,OH,STARK,,Assisted Living,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAURELS OF MASSILLON,86,False
Glenwood Care and Rehabilitation,GLENWOOD CARE AND REHABILITATION,,GLENWOOD CARE AND REHABILITATION,20201022,OH,STARK,,Assisted Living,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GLENWOOD CARE AND REHABILITATION,100,True
Green Meadows Health and Wellness Center,GREEN MEADOWS HEALTH AND WELLNESS CENTER,,GREEN MEADOWS HEALTH AND WELLNESS CENTER,20201104,OH,STARK,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GREEN MEADOWS HEALTH AND WELLNESS CENTER,100,True
Hanover Healthcare Center,HANOVER HOUSE,x,HANOVER HOUSE,20201104,OH,STARK,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HANOVER HOUSE,100,True
Jackson Ridge Rehabilitation and Care,JACKSON RIDGE REHABILITATION AND CARE CENTER,,JACKSON RIDGE REHABILITATION AND CARE CENTER,20201104,OH,STARK,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JACKSON RIDGE REHABILITATION AND CARE CENTER,100,True
Laurels of Massillon,LAURELS OF MASSILLON,,LAURELS OF MASSILLON,20201104,OH,STARK,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAURELS OF MASSILLON,100,True
Legends Care Center,LEGENDS CARE REHABILITATION AND NURSING CENTER,,LEGENDS CARE REHABILITATION AND NURSING CENTER,20201104,OH,STARK,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LEGENDS CARE REHABILITATION AND NURSING CENTER,100,True
McCrea Manor,MCCREA MANOR NURSING AND REHABILITATION CENTER,x,MCCREA MANOR NURSING AND REHABILITATION CENTER,20201104,OH,STARK,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MCCREA MANOR NURSING AND REHABILITATION CENTER,100,True
McKinley Health Care Center,MCKINLEY HEALTH CARE CENTER,,MCKINLEY HEALTH CARE CENTER,20201104,OH,STARK,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MCKINLEY HEALTH CARE CENTER,100,True
Meadow Wind Health Care Center,MEADOW WIND HEALTH CARE CENTER,,MEADOW WIND HEALTH CARE CENTER,20201104,OH,STARK,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MEADOW WIND HEALTH CARE CENTER,100,True
Rose Lane Nursing and Rehabilitation,ROSE LANE NURSING AND REHABILITATION,,ROSE LANE NURSING AND REHABILITATION,20201104,OH,STARK,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROSE LANE NURSING AND REHABILITATION,100,True
Sanctuary Grande,SANCTUARY GRANDE,,,20201104,OH,STARK,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CANTERBURY VILLA OF ALLIANCE,53,False
St Joseph Assisted Living,ST JOSEPH ASSISTED LIVING,,,20201104,OH,STARK,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SAINT JOSEPH CARE CENTER,57,False
St Joseph Senior Living,SAINT JOSEPH CARE CENTER,x,SAINT JOSEPH CARE CENTER,20201104,OH,STARK,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SAINT JOSEPH CARE CENTER,100,True
St Luke's Lutheran Community,SAINT LUKE LUTHERAN HOME,x,SAINT LUKE LUTHERAN HOME,20201104,OH,STARK,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SAINT LUKE LUTHERAN HOME,100,True
St Luke's Minerva,ST LUKE'S MINERVA,,,20201104,OH,STARK,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MINERVA ELDERCARE CENTER,55,False
Stone Creek Assisted Living and Memory Care,STONE CREEK ASSISTED LIVING AND MEMORY CARE,,,20201104,OH,STARK,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BEL AIR CARE CENTER,86,False
The Gables of Canton,THE GABLES OF CANTON,,,20201104,OH,STARK,,Assisted Living,Assisted Living,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ALTERCARE OF HARTVILLE CENTER FOR,86,False
The Inn at Belden Village,THE INN AT BELDEN VILLAGE,,,20201104,OH,STARK,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,THE PINES HEALTHCARE CENTER,50,False
The Laurels of Canton,LAURELS OF CANTON,x,LAURELS OF CANTON,20201104,OH,STARK,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAURELS OF CANTON,100,True
Altercare Transitional Care of the Western Reserve,ALTERCARE TRANSITIONAL CARE OF THE WESTERN RESERVE,,ALTERCARE TRANSITIONAL CARE OF THE WESTERN RESERVE,20201104,OH,SUMMIT,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ALTERCARE TRANSITIONAL CARE OF THE WESTERN RESERVE,100,True
Altercare of Cuyahoga Falls,ALTERCARE OF CUYAHOGA FALLS CENTER FOR REHABILITATION AND NURSIN,x,ALTERCARE OF CUYAHOGA FALLS CENTER FOR REHABILITATION AND NURSIN,20201104,OH,SUMMIT,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ALTERCARE OF CUYAHOGA FALLS CENTER FOR REHABILITATION AND NURSIN,100,True
American House Senior Living,AMERICAN HOUSE SENIOR LIVING,,,20201104,OH,SUMMIT,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MERRIMAN OF AKRON,53,False
Arbors at Fairlawn,ARBORS AT FAIRLAWN,,ARBORS AT FAIRLAWN,20201104,OH,SUMMIT,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ARBORS AT FAIRLAWN,100,True
Arbors at Stow,ARBORS AT STOW,,ARBORS AT STOW,20201104,OH,SUMMIT,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ARBORS AT STOW,100,True
Avenue at Macedonia,AVENUE AT MACEDONIA,,AVENUE AT MACEDONIA,20201104,OH,SUMMIT,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AVENUE AT MACEDONIA,100,True
Bath Creek Estates,BATH CREEK ESTATES,,BATH CREEK ESTATES,20201104,OH,SUMMIT,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BATH CREEK ESTATES,100,True
Bath Manor Special Care Centre,BATH MANOR SPECIAL CARE CENTRE,,BATH MANOR SPECIAL CARE CENTRE,20201104,OH,SUMMIT,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BATH MANOR SPECIAL CARE CENTRE,100,True
Brentwood Healthcare Center,BRENTWOOD HEALTH CARE CENTER,,BRENTWOOD HEALTH CARE CENTER,20201104,OH,SUMMIT,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BRENTWOOD HEALTH CARE CENTER,100,True
Brookdale Senior Living - Barberton,BROOKDALE SENIOR LIVING - BARBERTON,,,20201104,OH,SUMMIT,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OHIO LIVING ROCKYNOL,86,False
Brookdale Senior Living - Bath,BROOKDALE SENIOR LIVING - BATH,,,20201104,OH,SUMMIT,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OHIO LIVING ROCKYNOL,86,False
Brookdale Senior Living - Montrose,BROOKDALE SENIOR LIVING - MONTROSE,,,20201104,OH,SUMMIT,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OHIO LIVING ROCKYNOL,86,False
Canal Pointe Nursing and Rehabilitation Center,DIVINE REHABILITATION AND NURSING AT CANAL POINTE,x,DIVINE REHABILITATION AND NURSING AT CANAL POINTE,20201104,OH,SUMMIT,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DIVINE REHABILITATION AND NURSING AT CANAL POINTE,100,True
Canterbury of Twinsburg,CANTERBURY OF TWINSBURG,,CANTERBURY OF TWINSBURG,20201104,OH,SUMMIT,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CANTERBURY OF TWINSBURG,100,True
Capital Senior Living - Summit Pointe,CAPITAL SENIOR LIVING - SUMMIT POINTE,,,20201104,OH,SUMMIT,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OHIO LIVING ROCKYNOL,86,False
Concordia at Sumner,CONCORDIA AT SUMNER,,CONCORDIA AT SUMNER,20201104,OH,SUMMIT,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CONCORDIA AT SUMNER,100,True
Continuing Healthcare of Cuyahoga Falls,CONTINUING HEALTHCARE OF CUYAHOGA FALLS,,CONTINUING HEALTHCARE OF CUYAHOGA FALLS,20201104,OH,SUMMIT,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CONTINUING HEALTHCARE OF CUYAHOGA FALLS,100,True
Copley Health Center,COPLEY HEALTH CENTER,,COPLEY HEALTH CENTER,20201104,OH,SUMMIT,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COPLEY HEALTH CENTER,100,True
Danbury Senior Living  - Tallmadge,DANBURY SENIOR LIVING - TALLMADGE,,,20201104,OH,SUMMIT,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OHIO LIVING ROCKYNOL,86,False
Danbury Senior Living - Cuyahoga Falls,DANBURY SENIOR LIVING - CUYAHOGA FALLS,,,20201104,OH,SUMMIT,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OHIO LIVING ROCKYNOL,86,False
Elmcroft of Sagamore Hills,ELMCROFT OF SAGAMORE HILLS,,,20201104,OH,SUMMIT,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MERRIMAN OF AKRON,86,False
Falls Village Skilled Nursing and Rehab,FALLS VILLAGE SKILLED NURSING AND REHABILITATION,,FALLS VILLAGE SKILLED NURSING AND REHABILITATION,20201104,OH,SUMMIT,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALLS VILLAGE SKILLED NURSING AND REHABILITATION,100,True
Grande Village Retirement Community,GRANDE VILLAGE RETIREMENT COMMUNITY,,,20201104,OH,SUMMIT,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MANOR OF GRANDE VILLAGE,86,False
Green Village Skilled Nursing,GREEN VILLAGE SKILLED NURSING AND REHABILITATION,,GREEN VILLAGE SKILLED NURSING AND REHABILITATION,20201104,OH,SUMMIT,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GREEN VILLAGE SKILLED NURSING AND REHABILITATION,100,True
Heather Knoll Retirement Village,HEATHER KNOLL RETIREMENT VILLAGE,,HEATHER KNOLL RETIREMENT VILLAGE,20201104,OH,SUMMIT,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HEATHER KNOLL RETIREMENT VILLAGE,100,True
Heritage Crossing Assisted Living and Memory Care,HERITAGE CROSSING ASSISTED LIVING AND MEMORY CARE,,,20201104,OH,SUMMIT,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HERITAGE OF HUDSON,86,False
Heritage of Hudson,HERITAGE OF HUDSON,,HERITAGE OF HUDSON,20201104,OH,SUMMIT,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HERITAGE OF HUDSON,100,True
Hickory Ridge Nursing and Rehabilitation Center,HICKORY RIDGE NURSING AND REHABILITATION CENTER,,HICKORY RIDGE NURSING AND REHABILITATION CENTER,20201104,OH,SUMMIT,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HICKORY RIDGE NURSING AND REHABILITATION CENTER,100,True
Highland Square Rehab and Nursing,HIGHLAND SQUARE REHABILITATION AND NURSING,,,20201104,OH,SUMMIT,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HUDSON ELMS NURSING HOME,86,False
Hudson Elms Nursing Home,HUDSON ELMS NURSING HOME,,HUDSON ELMS NURSING HOME,20201104,OH,SUMMIT,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HUDSON ELMS NURSING HOME,100,True
Hudson Grande Senior Living,HUDSON GRANDE SENIOR LIVING,,,20201104,OH,SUMMIT,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WINDSONG NURSING AND REHABILITATION,52,False
Laurel Lake Retirement Community,LAUREL LAKE RETIREMENT COMMUNITY,,,20201104,OH,SUMMIT,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NORTHFIELD VILLAGE RETIREMENT COMMUNITY,79,False
ManorCare Health Services - Barberton,MANORCARE HEALTH SERVICES-BARBERTON,x,MANORCARE HEALTH SERVICES-BARBERTON,20201104,OH,SUMMIT,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MANORCARE HEALTH SERVICES-BARBERTON,100,True
Maplewood Senior Living at Cuyahoga Falls,MAPLEWOOD SENIOR LIVING AT CUYAHOGA FALLS,,,20201104,OH,SUMMIT,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CROWN CENTER AT LAUREL LAKE,86,False
Maplewood Senior Living at Twinsburg,MAPLEWOOD SENIOR LIVING AT TWINSBURG,,,20201104,OH,SUMMIT,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HEARTLAND OF TWINSBURG,86,False
Northfield Village Retirement Community,NORTHFIELD VILLAGE RETIREMENT COMMUNITY,,NORTHFIELD VILLAGE RETIREMENT COMMUNITY,20201104,OH,SUMMIT,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NORTHFIELD VILLAGE RETIREMENT COMMUNITY,100,True
Ohio Living Rockynol,OHIO LIVING ROCKYNOL,,OHIO LIVING ROCKYNOL,20201104,OH,SUMMIT,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OHIO LIVING ROCKYNOL,100,True
Pebble Creek Healthcare Center,PEBBLE CREEK HEALTHCARE CENTER,,PEBBLE CREEK HEALTHCARE CENTER,20201104,OH,SUMMIT,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PEBBLE CREEK HEALTHCARE CENTER,100,True
Regina Health Center,REGINA HEALTH CENTER,,REGINA HEALTH CENTER,20201104,OH,SUMMIT,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,REGINA HEALTH CENTER,100,True
Renaissance of Richfield-Bath,RENAISSANCE OF RICHFIELD-BATH,,,20201104,OH,SUMMIT,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MERRIMAN OF AKRON,86,False
Seasons Skilled Nursing and Rehabilitation,SEASONS SKILLED NURSING AND REHABILITATION,,SEASONS SKILLED NURSING AND REHABILITATION,20201104,OH,SUMMIT,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SEASONS SKILLED NURSING AND REHABILITATION,100,True
St Luke's Lutheran Community - Portage Lakes,ST LUKE'S LUTHERAN COMMUNITY - PORTAGE LAKES,,ST LUKE'S LUTHERAN COMMUNITY - PORTAGE LAKES,20201104,OH,SUMMIT,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ST LUKE'S LUTHERAN COMMUNITY - PORTAGE LAKES,100,True
Stow Glen Retirement Village,STOW GLEN HEALTH CARE CENTER,x,STOW GLEN HEALTH CARE CENTER,20201104,OH,SUMMIT,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STOW GLEN HEALTH CARE CENTER,100,True
Sunrise of Cuyahoga Falls,SUNRISE OF CUYAHOGA FALLS,,,20201104,OH,SUMMIT,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MANOR OF GRANDE VILLAGE,46,False
The Briarwood Healthcare Community,BRIARWOOD,x,BRIARWOOD,20201104,OH,SUMMIT,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BRIARWOOD,100,True
The Colony Healthcare Center,THE COLONY HEALTHCARE CENTER,,THE COLONY HEALTHCARE CENTER,20201104,OH,SUMMIT,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,THE COLONY HEALTHCARE CENTER,100,True
The Gables of Green,THE GABLES OF GREEN,,,20201104,OH,SUMMIT,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,THE PINNACLE REHABILITATION AND NURSING CENTER,86,False
The Inn at Apple Ridge,THE INN AT APPLE RIDGE,,,20201104,OH,SUMMIT,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,THE PINNACLE REHABILITATION AND NURSING CENTER,86,False
The Merriman,MERRIMAN OF AKRON,x,MERRIMAN OF AKRON,20201104,OH,SUMMIT,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MERRIMAN OF AKRON,100,True
The Pinnacle Rehabilitation and Nursing Center,THE PINNACLE REHABILITATION AND NURSING CENTER,,THE PINNACLE REHABILITATION AND NURSING CENTER,20201104,OH,SUMMIT,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,THE PINNACLE REHABILITATION AND NURSING CENTER,100,True
The Village of St Edward - Fairlawn,VILLAGE AT ST EDWARD NURSING CARE,x,VILLAGE AT ST EDWARD NURSING CARE,20201104,OH,SUMMIT,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VILLAGE AT ST EDWARD NURSING CARE,100,True
The Village of St Edward - Green,THE VILLAGE OF ST EDWARD - GREEN,,,20201104,OH,SUMMIT,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MANOR OF GRANDE VILLAGE,58,False
Timberland Ridge Skilled Nursing and Rehab,TIMBERLAND RIDGE SKILLED NURSING AND REHABILITATION,,TIMBERLAND RIDGE SKILLED NURSING AND REHABILITATION,20201104,OH,SUMMIT,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TIMBERLAND RIDGE SKILLED NURSING AND REHABILITATION,100,True
