,Week Ending,Federal Provider Number,Provider Name,Provider Address,Provider City,Provider State,Provider Zip Code,Submitted Data,Passed Quality Assurance Check,Residents Weekly Admissions COVID-19,Residents Total Admissions COVID-19,Residents Weekly Confirmed COVID-19,Residents Total Confirmed COVID-19,Residents Weekly Suspected COVID-19,Residents Total Suspected COVID-19,Residents Weekly All Deaths,Residents Total All Deaths,Residents Weekly COVID-19 Deaths,Residents Total COVID-19 Deaths,Number of All Beds,Total Number of Occupied Beds,Resident Access to Testing in Facility,Laboratory Type Is State Health Dept,Laboratory Type Is Private Lab,Laboratory Type Is Other,Able to Test or Obtain Resources to Test All Current Residents Within Next 7 Days,Reason for Not Testing Residents - Lack of PPE for Personnel ,Reason for Not Testing Residents - Lack of Supplies,Reason for Not Testing Residents  - Lack of Access to Laboratory,Reason for Not Testing Residents - Lack of Access to Trained Personnel ,Reason for Not Testing Residents  - Uncertainty About Reimbursement,Reason for Not Testing Residents  - Other,During Past Two Weeks Average Time to Receive Resident Test Results,Has Facility Performed Resident Tests Since Last Report,Tested Residents with New Signs or Symptoms,Tested Asymptomatic Residents in a Unit or Section After a New Case,Tested Asymptomatic Residents Facility-Wide After a New Case,Tested Asymptomatic Residents Without Known Exposure as Surveillance,Tested Another Subgroup of Residents,Able to Test or Obtain Resources to Test All Staff and/or Personnel Within Next 7 Days,Reason for Not Testing Staff and/or Personnel - Lack of PPE for Personnel ,Reason for Not Testing Staff and/or Personnel - Lack of Supplies,Reason for Not Testing Staff and/or Personnel - Lack of Access to Laboratory,Reason for Not Testing Staff and/or Personnel  - Lack of Access to Trained Personnel ,Reason for Not Testing Staff and/or Personnel - Uncertainty About Reimbursement,Reason for Not Testing Staff and/or Personnel - Other,During Past Two Weeks Average Time to Receive Staff and/or Personnel Test Results,Has Facility Performed Staff and/or Personnel Tests Since Last Report,Tested Staff and/or Personnel with New Signs or Symptoms,Tested Asymptomatic Staff and/or Personnel in a Unit or Section After a New Case,Tested Asymptomatic Staff and/or Personnel Facility-Wide After a New Case,Tested Asymptomatic Staff and/or Personnel Without Known Exposure as Surveillance,Tested Another Subgroup of Staff and/or Personnel,In-House Point-of-Care Test Machine,COVID-19 Point-of-Care Tests Performed on Residents Since Last Report,COVID-19 Point-of-Care Tests Performed on Staff and/or Personnel Since Last Report,Enough Supplies to Test All Staff and/or Personnel Using Point-of-Care Test Machine,Staff Weekly Confirmed COVID-19,Staff Total Confirmed COVID-19,Staff Weekly Suspected COVID-19,Staff Total Suspected COVID-19,Staff Weekly COVID-19 Deaths,Staff Total COVID-19 Deaths,Shortage of Nursing Staff,Shortage of Clinical Staff,Shortage of Aides,Shortage of Other Staff,Any Current Supply of N95 Masks,One-Week Supply of N95 Masks,Any Current Supply of Surgical Masks,One-Week Supply of Surgical Masks,Any Current Supply of Eye Protection,One-Week Supply of Eye Protection,Any Current Supply of Gowns,One-Week Supply of Gowns,Any Current Supply of Gloves,One-Week Supply of Gloves,Any Current Supply of Hand Sanitizer,One-Week Supply of Hand Sanitizer,Ventilator Dependent Unit,Number of Ventilators in Facility,Number of Ventilators in Use for COVID-19,Any Current Supply of Ventilator Supplies,One-Week Supply of Ventilator Supplies,"Total Resident Confirmed COVID-19 Cases Per 1,000 Residents","Total Resident COVID-19 Deaths Per 1,000 Residents",Total Residents COVID-19 Deaths as a Percentage of Confirmed COVID-19 Cases,County,Three or More Confirmed COVID-19 Cases This Week,Initial Confirmed COVID-19 Case This Week,Geolocation
155343,2020-11-01,235554,EASTWOOD NURSING CENTER,900 MAAS ST,NEGAUNEE,MI,49866,Y,Y,0.0,0.0,0.0,1.0,0.0,2.0,0.0,19.0,0.0,0.0,100.0,83.0,,,,,Y,N,N,N,N,N,N,<1 DAY,Y,Y,N,N,Y,N,Y,N,N,N,N,N,N,<1 DAY,Y,Y,N,N,Y,N,Y,0.0,13.0,Y,0.0,26.0,0.0,13.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,12.0,0.0,0.0,Marquette,N,N,POINT (-87.600237 46.513413)
155385,2020-11-01,235434,BRONSON COMMONS,23332 RED ARROW HIGHWAY,MATTAWAN,MI,49071,Y,Y,0.0,3.0,0.0,3.0,0.0,5.0,0.0,11.0,0.0,0.0,100.0,89.0,,,,,Y,N,N,N,N,N,N,1-2 DAYS,Y,N,N,Y,N,N,Y,N,N,N,N,N,N,1-2 DAYS,Y,N,N,Y,N,N,Y,0.0,0.0,Y,2.0,18.0,0.0,44.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,33.7,0.0,0.0,Van Buren,N,N,POINT (-85.779404 42.238563)
155479,2020-11-01,235003,MANISTEE COUNTY MEDICAL CARE FACILITY,1505 E PARKDALE AVENUE,MANISTEE,MI,49660,Y,Y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,96.0,56.0,,,,,Y,N,N,N,N,N,N,1-2 DAYS,Y,N,N,N,Y,N,Y,N,N,N,N,N,N,1-2 DAYS,Y,N,N,N,Y,N,Y,1.0,1.0,Y,0.0,2.0,1.0,15.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,,Manistee,N,N,POINT (-86.272636 44.272486)
155483,2020-11-01,235463,THE VILLA AT THE PARK,111 FORD AVE,HIGHLAND PARK,MI,48203,Y,Y,0.0,41.0,0.0,45.0,0.0,2.0,0.0,15.0,0.0,5.0,114.0,102.0,,,,,Y,N,N,N,N,N,N,3-7 DAYS,Y,N,N,N,Y,N,Y,N,N,N,N,N,N,3-7 DAYS,Y,N,N,N,Y,N,N,,,,0.0,16.0,0.0,0.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,441.2,49.0,11.1,Wayne,N,N,POINT (-83.100894 42.404477)
155494,2020-11-01,235422,REGENCY AT CHENE,2295 E VERNOR HIGHWAY,DETROIT,MI,48207,Y,N,12.0,140.0,0.0,12.0,0.0,13.0,0.0,12.0,0.0,2.0,,145.0,,,,,Y,N,N,N,N,N,N,,Y,N,N,N,Y,N,Y,N,N,N,N,N,N,,Y,N,N,N,Y,N,Y,0.0,0.0,Y,0.0,24.0,0.0,8.0,0.0,0.0,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,82.8,13.8,16.7,Wayne,N,N,POINT (-83.031172 42.34948200000001)
155525,2020-11-01,235197,HILLSDALE CO MEDICAL CARE FACI,140 W MECHANIC ST,HILLSDALE,MI,49242,Y,Y,0.0,0.0,0.0,14.0,0.0,3.0,0.0,14.0,0.0,1.0,170.0,131.0,,,,,Y,N,N,N,N,N,N,1-2 DAYS,Y,N,N,N,Y,N,Y,N,N,N,N,N,N,1-2 DAYS,Y,N,N,N,Y,N,Y,0.0,9.0,Y,2.0,27.0,0.0,0.0,0.0,1.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,106.9,7.6,7.1,Hillsdale,N,N,
155530,2020-11-01,235472,MEMORIAL HEALTHCARE CENTER LTC,826 W KING ST,OWOSSO,MI,48867,Y,Y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,18.0,,,,,Y,N,N,N,N,N,N,1-2 DAYS,N,N,N,N,N,N,Y,N,N,N,N,N,N,1-2 DAYS,Y,N,N,N,Y,N,Y,0.0,0.0,N,0.0,1.0,0.0,0.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,,Shiawassee,N,N,POINT (-84.182076 43.005075)
155533,2020-11-01,235504,THE OASIS AT ADRIAN REHABILITATION AND NURSING CTR,130 SAND CREEK HWY,ADRIAN,MI,49221,Y,Y,0.0,0.0,0.0,4.0,0.0,0.0,2.0,36.0,0.0,1.0,114.0,75.0,,,,,Y,N,N,N,N,N,N,1-2 DAYS,Y,N,N,N,Y,N,Y,N,N,N,N,N,N,1-2 DAYS,Y,N,N,Y,N,N,N,,,,1.0,2.0,0.0,15.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,53.3,13.3,25.0,Lenawee,N,N,POINT (-84.07934 41.904029)
155556,2020-11-01,235431,SANCTUARY AT THE PARK,570 S HARVEY STREET,MUSKEGON,MI,49442,Y,Y,0.0,0.0,0.0,2.0,0.0,4.0,0.0,11.0,0.0,0.0,77.0,0.0,,,,,,N,N,N,N,N,N,,,N,N,N,N,N,,N,N,N,N,N,N,,,N,N,N,N,N,,,,,0.0,9.0,0.0,13.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,,,0.0,Muskegon,N,N,POINT (-86.204022 43.241767)
155562,2020-11-01,235500,OMNI CONTINUING CARE,5201 CONNER,DETROIT,MI,48213,Y,Y,0.0,1.0,0.0,3.0,0.0,0.0,0.0,21.0,0.0,0.0,136.0,85.0,,,,,Y,N,N,N,N,N,N,1-2 DAYS,Y,N,N,N,Y,N,Y,N,N,N,N,N,N,1-2 DAYS,Y,N,N,N,Y,Y,Y,0.0,0.0,Y,0.0,6.0,0.0,0.0,0.0,0.0,Y,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,30.0,0.0,Y,Y,35.3,0.0,0.0,Wayne,N,N,POINT (-82.978931 42.390269)
155573,2020-11-01,235312,MISSION POINT NSG & PHY REHAB CTR OF BIG RAPIDS,725 W FULLER,BIG RAPIDS,MI,49307,Y,Y,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,98.0,65.0,,,,,Y,N,N,N,N,N,N,,N,N,N,N,N,N,Y,N,N,N,N,N,N,3-7 DAYS,Y,N,N,N,Y,N,Y,0.0,0.0,Y,0.0,3.0,0.0,1.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,15.4,0.0,0.0,Mecosta,N,N,
155582,2020-11-01,235026,GOGEBIC MEDICAL CARE FACILITY,402 NORTH STREET,WAKEFIELD,MI,49968,Y,Y,0.0,0.0,0.0,0.0,0.0,4.0,0.0,69.0,0.0,0.0,109.0,93.0,,,,,Y,N,N,N,N,N,N,1-2 DAYS,Y,N,N,N,Y,N,Y,N,N,N,N,N,N,1-2 DAYS,Y,N,N,N,Y,N,Y,0.0,0.0,Y,0.0,8.0,0.0,57.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,,Gogebic,N,N,POINT (-89.968779 46.465256)
155611,2020-11-01,235428,HEARTLAND HEALTH CARE CENTER-DEARBORN HEIGHTS,26001 FORD RD,DEARBORN HEIGHTS,MI,48127,Y,Y,0.0,28.0,0.0,3.0,0.0,12.0,1.0,5.0,0.0,2.0,124.0,71.0,,,,,Y,N,N,N,N,N,N,1-2 DAYS,Y,N,N,Y,Y,N,Y,N,N,N,N,N,N,1-2 DAYS,Y,N,N,Y,Y,N,Y,0.0,1.0,Y,0.0,30.0,0.0,8.0,0.0,0.0,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,N,,,,,42.3,28.2,66.7,Wayne,N,N,POINT (-83.294441 42.32652000000001)
155679,2020-11-01,235460,PAUL OLIVER MEMORIAL HOSPITAL LTCU,224 PARK AVE,FRANKFORT,MI,49635,Y,Y,0.0,0.0,0.0,0.0,0.0,1.0,2.0,4.0,0.0,0.0,35.0,24.0,,,,,Y,N,N,N,N,N,N,1-2 DAYS,N,N,N,N,N,N,Y,N,N,N,N,N,N,1-2 DAYS,Y,N,N,N,Y,N,Y,0.0,4.0,Y,0.0,5.0,0.0,7.0,0.0,0.0,N,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,,Benzie,N,N,POINT (-86.24291300000002 44.637376)
155740,2020-11-01,235525,HERITAGE NURSING AND REHABILITATION COMMUNITY,320 E CENTRAL AVE,ZEELAND,MI,49464,Y,Y,0.0,0.0,0.0,2.0,0.0,0.0,0.0,7.0,0.0,0.0,39.0,34.0,,,,,Y,N,N,N,N,N,N,1-2 DAYS,N,N,N,N,N,N,Y,N,N,N,N,N,N,1-2 DAYS,Y,N,N,N,Y,N,Y,0.0,0.0,Y,0.0,5.0,0.0,0.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,58.8,0.0,0.0,Ottawa,N,N,POINT (-86.011071 42.810546)
155769,2020-11-01,235009,THORNAPPLE MANOR,2700 NASHVILLE RD,HASTINGS,MI,49058,Y,Y,0.0,19.0,0.0,9.0,1.0,16.0,0.0,31.0,0.0,1.0,161.0,146.0,,,,,Y,N,N,N,N,N,N,1-2 DAYS,Y,N,N,N,Y,N,Y,N,N,N,N,N,N,1-2 DAYS,Y,N,N,N,Y,N,Y,1.0,8.0,Y,0.0,21.0,8.0,88.0,0.0,0.0,N,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,61.6,6.8,11.1,Barry,N,N,POINT (-85.238878 42.615264)
155779,2020-11-01,235261,SKLD LEONARD,1700 LEONARD ST N E,GRAND RAPIDS,MI,49505,Y,Y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,64.0,,,,,Y,N,N,N,N,N,N,1-2 DAYS,Y,N,N,Y,N,N,Y,N,N,N,N,N,N,1-2 DAYS,Y,N,N,Y,N,N,Y,0.0,0.0,Y,0.0,2.0,0.0,0.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,,Kent,N,N,POINT (-85.627052 42.984441)
155822,2020-11-01,235383,"ST JOSEPH'S, A VILLA CENTER",9400 CONANT STREET,HAMTRAMCK,MI,48212,Y,Y,0.0,25.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,169.0,107.0,,,,,Y,N,N,N,N,N,N,1-2 DAYS,Y,N,N,N,Y,N,Y,N,N,N,N,N,N,1-2 DAYS,Y,N,N,N,Y,N,Y,0.0,0.0,Y,0.0,1.0,0.0,0.0,0.0,0.0,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,,Wayne,N,N,POINT (-83.049168 42.397239)
155827,2020-11-01,235109,HEARTLAND HEALTH CARE CENTER - GROSSE POINTE WOODS,21401 MACK AVE,GROSSE POINTE WOODS,MI,48236,Y,Y,0.0,15.0,1.0,3.0,0.0,10.0,2.0,7.0,0.0,1.0,80.0,54.0,,,,,Y,N,N,N,N,N,N,1-2 DAYS,Y,N,N,Y,Y,N,Y,N,N,N,N,N,N,1-2 DAYS,Y,N,N,Y,Y,N,Y,0.0,0.0,Y,0.0,20.0,3.0,16.0,0.0,0.0,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,N,,,,,55.6,18.5,33.3,Wayne,N,N,POINT (-82.904858 42.450618)
155873,2020-11-01,235430,THE NEIGHBORHOODS OF WHITE LAKE,10770 ELIZABETH LAKE ROAD,WHITE LAKE,MI,48386,Y,N,0.0,8.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,39.0,38.0,,,,,Y,N,N,N,N,N,N,3-7 DAYS,Y,N,Y,N,N,N,Y,N,N,N,N,N,N,3-7 DAYS,Y,N,Y,N,N,N,Y,0.0,0.0,Y,2.0,6.0,0.0,1.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,26.3,0.0,0.0,Oakland,N,N,POINT (-83.499389 42.644448)
155874,2020-11-01,235499,GRAND OAKS NURSING CENTER,600 DENMARK ST,BALDWIN,MI,49304,Y,Y,0.0,0.0,0.0,1.0,0.0,0.0,0.0,24.0,0.0,0.0,79.0,61.0,,,,,Y,N,N,N,N,N,N,1-2 DAYS,Y,N,N,Y,Y,N,Y,N,N,N,N,N,N,1-2 DAYS,Y,N,N,Y,Y,N,Y,67.0,302.0,Y,0.0,12.0,0.0,37.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,16.4,0.0,0.0,Lake,N,N,POINT (-85.855228 43.904652000000006)
155961,2020-11-01,235217,SKLD BLOOMFIELD HILLS,2975 N ADAMS ROAD,BLOOMFIELD HILLS,MI,48304,Y,Y,0.0,101.0,1.0,20.0,0.0,19.0,0.0,0.0,0.0,28.0,159.0,123.0,,,,,Y,N,N,N,N,N,N,1-2 DAYS,Y,N,N,N,Y,N,Y,N,N,N,N,N,N,1-2 DAYS,Y,N,N,N,Y,N,Y,0.0,0.0,Y,2.0,11.0,0.0,2.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,162.6,227.6,140.0,Oakland,N,N,POINT (-83.206943 42.559837)
156077,2020-11-01,235021,CHELSEA RETIREMENT COMMUNITY,805 W MIDDLE ST,CHELSEA,MI,48118,Y,Y,0.0,4.0,0.0,16.0,0.0,20.0,0.0,10.0,0.0,7.0,85.0,68.0,,,,,Y,N,N,N,N,N,N,3-7 DAYS,Y,N,N,N,Y,N,Y,N,N,N,N,N,N,3-7 DAYS,Y,N,N,N,Y,N,Y,1.0,0.0,Y,0.0,6.0,0.0,36.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,235.3,102.9,43.8,Washtenaw,N,N,POINT (-84.033881 42.314576)
156088,2020-11-01,235539,ADVANTAGE LIVING CENTER - NORTHWEST,16181 HUBBELL ST,DETROIT,MI,48235,Y,Y,0.0,2.0,0.0,23.0,0.0,4.0,1.0,11.0,0.0,3.0,154.0,107.0,,,,,Y,N,N,N,N,N,N,<1 DAY,Y,N,N,N,N,Y,Y,N,N,N,N,N,N,<1 DAY,Y,N,N,N,N,Y,Y,4.0,125.0,Y,0.0,1.0,0.0,0.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,215.0,28.0,13.0,Wayne,N,N,POINT (-83.189289 42.410282)
156119,2020-11-01,235044,BAY COUNTY MEDICAL CARE FACILITY,564 W HAMPTON ROAD,ESSEXVILLE,MI,48732,Y,Y,0.0,0.0,0.0,13.0,0.0,11.0,1.0,51.0,1.0,4.0,186.0,127.0,,,,,Y,N,N,N,N,N,N,1-2 DAYS,Y,N,N,N,Y,N,Y,N,N,N,N,N,N,1-2 DAYS,Y,N,N,N,N,Y,Y,5.0,0.0,Y,2.0,77.0,0.0,63.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,102.4,31.5,30.8,Bay,N,N,POINT (-83.801777 43.615896000000006)
156158,2020-11-01,235385,LAURELS OF MT. PLEASANT (THE),400 SOUTH CRAPO ST,MOUNT PLEASANT,MI,48858,Y,Y,0.0,0.0,0.0,0.0,0.0,4.0,0.0,22.0,0.0,0.0,,75.0,,,,,Y,N,N,N,N,N,N,,N,N,N,N,N,N,Y,N,N,N,N,N,N,,Y,Y,N,N,Y,N,Y,0.0,4.0,Y,0.0,2.0,4.0,8.0,0.0,0.0,Y,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,,Isabella,N,N,POINT (-84.757615 43.601259)
156214,2020-11-01,235293,MEDILODGE OF FARMINGTON,34225 GRAND RIVER AVE,FARMINGTON,MI,48335,Y,Y,0.0,3.0,0.0,32.0,13.0,67.0,3.0,30.0,0.0,11.0,124.0,66.0,,,,,Y,N,N,N,N,N,N,3-7 DAYS,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,3-7 DAYS,Y,N,N,N,Y,N,Y,15.0,0.0,Y,0.0,4.0,0.0,10.0,0.0,0.0,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,27.0,6.0,Y,N,484.8,166.7,34.4,Oakland,N,N,POINT (-83.385449 42.468583)
156269,2020-11-01,235005,MAPLES BENZIE CO MEDICAL CARE,210 MAPLE ST,FRANKFORT,MI,49635,Y,Y,3.0,4.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,78.0,71.0,,,,,Y,N,N,N,N,N,N,1-2 DAYS,N,N,N,N,N,N,Y,N,N,N,N,N,N,1-2 DAYS,N,N,N,N,N,N,Y,1.0,2.0,Y,0.0,37.0,0.0,23.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,,Benzie,N,N,POINT (-85.537705 44.582904)
156285,2020-11-01,235274,WELLSPRING LUTHERAN  NURSING AND REHAB SERVICES,1236 S MONROE ST,MONROE,MI,48161,Y,Y,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16.0,0.0,0.0,122.0,79.0,,,,,Y,N,N,N,N,N,N,1-2 DAYS,Y,N,Y,N,N,N,Y,N,N,N,N,N,N,1-2 DAYS,Y,N,Y,N,N,N,Y,0.0,2.0,Y,0.0,4.0,1.0,6.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,,Monroe,N,N,POINT (-83.407162 41.90522)
156320,2020-11-01,235264,ELY MANOR,1200 ELY ST,ALLEGAN,MI,49010,Y,Y,0.0,0.0,0.0,0.0,0.0,0.0,6.0,47.0,0.0,0.0,101.0,84.0,,,,,Y,N,N,N,N,N,N,1-2 DAYS,Y,N,N,Y,N,N,Y,N,N,N,N,N,N,1-2 DAYS,Y,N,N,Y,Y,N,N,,,,1.0,2.0,0.0,0.0,0.0,0.0,Y,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,,Allegan,N,N,POINT (-85.867585 42.515976)
156334,2020-11-01,235284,MEDILODGE OF MIDLAND,4900 HEDGEWOOD DR,MIDLAND,MI,48640,Y,Y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,92.0,64.0,,,,,Y,N,N,N,N,N,N,3-7 DAYS,Y,N,N,Y,N,N,Y,N,N,N,N,N,N,3-7 DAYS,Y,N,N,Y,N,N,Y,1.0,1.0,N,1.0,6.0,0.0,1.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,,Midland,N,N,POINT (-84.285279 43.642284)
156360,2020-11-01,235467,FOUR CHAPLAINS NRSG CARE CTR,28349 JOY RD,WESTLAND,MI,48185,Y,Y,0.0,26.0,0.0,49.0,0.0,3.0,1.0,19.0,0.0,12.0,103.0,69.0,,,,,Y,N,N,N,N,N,N,3-7 DAYS,Y,N,N,N,Y,N,Y,N,N,N,N,N,N,3-7 DAYS,Y,N,N,N,Y,N,Y,0.0,0.0,N,0.0,35.0,0.0,23.0,0.0,4.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,710.1,173.9,24.5,Wayne,N,N,POINT (-83.321233 42.355012)
156442,2020-11-01,235438,AUTUMNWOOD OF MCBAIN,220 HUGHSTON ST,MC BAIN,MI,49657,Y,Y,0.0,0.0,0.0,1.0,0.0,1.0,2.0,17.0,0.0,0.0,,70.0,,,,,Y,N,N,N,N,N,N,,Y,N,N,N,Y,N,Y,N,N,N,N,N,N,,Y,N,N,N,Y,N,N,,,,0.0,1.0,0.0,1.0,0.0,0.0,N,N,N,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,14.3,0.0,0.0,Missaukee,N,N,POINT (-85.209712 44.190168)
156490,2020-11-01,235311,ALAMO NURSING HOME INC,8290 W C AVE,KALAMAZOO,MI,49009,Y,Y,0.0,1.0,25.0,59.0,0.0,1.0,1.0,11.0,1.0,1.0,100.0,79.0,,,,,Y,N,N,N,N,N,N,1-2 DAYS,Y,N,Y,N,N,N,Y,N,N,N,N,N,N,1-2 DAYS,Y,Y,N,Y,N,N,Y,18.0,28.0,Y,5.0,30.0,0.0,1.0,0.0,0.0,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,746.8,12.7,1.7,Kalamazoo,Y,N,POINT (-85.713989 42.389574)
156531,2020-11-01,235532,ASHLEY CARE CENTER,103 EAST WALLACE STREET,ASHLEY,MI,48806,Y,Y,0.0,0.0,0.0,0.0,0.0,3.0,0.0,10.0,0.0,0.0,63.0,50.0,,,,,Y,N,N,N,N,N,N,1-2 DAYS,N,N,N,N,N,N,Y,N,N,N,N,N,N,1-2 DAYS,Y,N,N,N,Y,N,Y,0.0,0.0,Y,0.0,6.0,0.0,2.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,,Gratiot,N,N,POINT (-84.472913 43.182998)
156590,2020-11-01,235089,TUSCOLA COUNTY MEDICAL CARE FACILITY,1285 CLEAVER RD,CARO,MI,48723,Y,Y,0.0,2.0,0.0,23.0,2.0,40.0,0.0,48.0,0.0,12.0,159.0,139.0,,,,,Y,N,N,N,N,N,N,1-2 DAYS,Y,N,N,N,N,Y,Y,N,N,N,N,N,N,3-7 DAYS,Y,Y,N,N,N,N,Y,0.0,0.0,Y,0.0,18.0,8.0,155.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,165.5,86.3,52.2,Tuscola,N,N,POINT (-83.387788 43.503623)
156594,2020-11-01,235356,MEDILODGE AT THE SHORE,900 S BEACON BLVD,GRAND HAVEN,MI,49417,Y,Y,0.0,5.0,2.0,32.0,0.0,18.0,1.0,21.0,0.0,5.0,118.0,109.0,,,,,Y,N,N,N,N,N,N,1-2 DAYS,Y,Y,Y,Y,Y,N,Y,N,N,N,N,N,N,1-2 DAYS,Y,Y,N,N,Y,N,Y,110.0,18.0,Y,4.0,13.0,0.0,38.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,293.6,45.9,15.6,Ottawa,N,N,POINT (-86.22019 43.052218)
156595,2020-11-01,235477,POMEROY LIVING ROCHESTER SKILLED REHABILITATION,3500 WEST SOUTH BLVD,ROCHESTER HILLS,MI,48309,Y,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oakland,,,POINT (-83.200174 42.621188)
156598,2020-11-01,235492,SHEFFIELD MANOR NURSING & REHAB CENTER,15311 SCHAEFER RD,DETROIT,MI,48227,Y,Y,0.0,4.0,0.0,23.0,0.0,3.0,0.0,3.0,0.0,2.0,106.0,78.0,,,,,Y,N,N,N,N,N,N,3-7 DAYS,Y,N,N,N,Y,N,Y,N,N,N,N,N,N,3-7 DAYS,Y,N,N,N,Y,N,Y,0.0,0.0,Y,0.0,37.0,0.0,18.0,0.0,0.0,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,,,,,294.9,25.6,8.7,Wayne,N,N,POINT (-83.179137 42.402689)
