Facility Name,Facility Name Normalized,VLOOKUP,Date Collected,State,County,City,State Facility Type,CTP Facility Categorization,State/Fed Regulated,State Facility ID,CMS Facility ID,Date outbreak opened,Date outreak closed,Outbreak Status,Resident Census,Resident Positives,Resident Probable Positives,Resident Deaths,Resident Probable Deaths,Staff Positive,Staff Probable Positives,Staff Deaths,Staff Probable Deaths,Resident/Staff Positives,Resident/Staff Probable Positives,Resident/Staff Deaths,Resident/Staff Probable Deaths,Resident Positives.1,Resident Probable Positives.1,Resident Deaths.1,Resident Probable Deaths.1,Staff Positive.1,Staff Probable Positives.1,Staff Deaths.1,Staff Probable Deaths.1,Resident/Staff Positives.1,Resident/Staff Probable Positives.1,Resident/Staff Deaths.1,Resident/Staff Probable Deaths.1,Residents Tested,Staff Tested,Personal Protective Equipment,VLOOKUP2,Change Score
Heartland Health Care Center - Three Riv,HEARTLAND HEALTH CARE CENTER - THREE RIVERS,HEARTLAND HEALTH CARE CENTER - THREE RIVERS,20201112,MI,SAINT JOSEPH,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heartland Health Care Center - Three Riv,HEARTLAND HEALTH CARE CENTER - THREE RIVERS,HEARTLAND HEALTH CARE CENTER - THREE RIVERS,20201112,MI,SAINT JOSEPH,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Villa,THE VILLA,,20201112,MI,SAINT JOSEPH,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Villa,THE VILLA,,20201112,MI,SAINT JOSEPH,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thurston Woods Village,THURSTON WOODS VILLAGE,,20201112,MI,SAINT JOSEPH,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thurston Woods Village,THURSTON WOODS VILLAGE,,20201112,MI,SAINT JOSEPH,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Autumnwood of Deckerville,AUTUMNWOOD OF DECKERVILLE,AUTUMNWOOD OF DECKERVILLE,20201112,MI,SANILAC,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AUTUMNWOOD OF DECKERVILLE,100
Autumnwood of Deckerville,AUTUMNWOOD OF DECKERVILLE,AUTUMNWOOD OF DECKERVILLE,20201112,MI,SANILAC,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AUTUMNWOOD OF DECKERVILLE,100
Marlette Community Hospital LTCU,MARLETTE COMMUNITY HOSPITAL LTCU,MARLETTE COMMUNITY HOSPITAL LTCU,20201112,MI,SANILAC,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MARLETTE COMMUNITY HOSPITAL LTCU,100
Marlette Community Hospital LTCU,MARLETTE COMMUNITY HOSPITAL LTCU,MARLETTE COMMUNITY HOSPITAL LTCU,20201112,MI,SANILAC,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MARLETTE COMMUNITY HOSPITAL LTCU,100
Martinez Manor,MARTINEZ MANOR,,20201112,MI,SANILAC,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MARLETTE COMMUNITY HOSPITAL LTCU,45
Martinez Manor,MARTINEZ MANOR,,20201112,MI,SANILAC,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MARLETTE COMMUNITY HOSPITAL LTCU,45
Sanilac Medical Care Facility,SANILAC MEDICAL CARE FACILITY,SANILAC MEDICAL CARE FACILITY,20201112,MI,SANILAC,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SANILAC MEDICAL CARE FACILITY,100
Sanilac Medical Care Facility,SANILAC MEDICAL CARE FACILITY,SANILAC MEDICAL CARE FACILITY,20201112,MI,SANILAC,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SANILAC MEDICAL CARE FACILITY,100
Stonegate Village Assisted Living,STONEGATE VILLAGE ASSISTED LIVING,,20201112,MI,SANILAC,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SANILAC MEDICAL CARE FACILITY,42
Stonegate Village Assisted Living,STONEGATE VILLAGE ASSISTED LIVING,,20201112,MI,SANILAC,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SANILAC MEDICAL CARE FACILITY,42
Schoolcraft County Medical Care Facility,SCHOOLCRAFT COUNTY MEDICAL CARE FACILITY,SCHOOLCRAFT COUNTY MEDICAL CARE FACILITY,20201112,MI,SCHOOLCRAFT,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SCHOOLCRAFT COUNTY MEDICAL CARE FACILITY,100
Schoolcraft County Medical Care Facility,SCHOOLCRAFT COUNTY MEDICAL CARE FACILITY,SCHOOLCRAFT COUNTY MEDICAL CARE FACILITY,20201112,MI,SCHOOLCRAFT,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SCHOOLCRAFT COUNTY MEDICAL CARE FACILITY,100
Durand Senior Care and Rehab Center,DURAND SENIOR CARE AND REHABILITATION CENTER,DURAND SENIOR CARE AND REHABILITATION CENTER,20201112,MI,SHIAWASSEE,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DURAND SENIOR CARE AND REHABILITATION CENTER,100
Durand Senior Care and Rehab Center,DURAND SENIOR CARE AND REHABILITATION CENTER,DURAND SENIOR CARE AND REHABILITATION CENTER,20201112,MI,SHIAWASSEE,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DURAND SENIOR CARE AND REHABILITATION CENTER,100
Lodge of Durand MC North,LODGE OF DURAND MC NORTH,,20201112,MI,SHIAWASSEE,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DURAND SENIOR CARE AND REHABILITATION CENTER,86
Lodge of Durand MC North,LODGE OF DURAND MC NORTH,,20201112,MI,SHIAWASSEE,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DURAND SENIOR CARE AND REHABILITATION CENTER,86
Lodge of Durand MC South,LODGE OF DURAND MC SOUTH,,20201112,MI,SHIAWASSEE,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DURAND SENIOR CARE AND REHABILITATION CENTER,86
Lodge of Durand MC South,LODGE OF DURAND MC SOUTH,,20201112,MI,SHIAWASSEE,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DURAND SENIOR CARE AND REHABILITATION CENTER,86
Memorial Healthcare Center,MEMORIAL HEALTHCARE CENTER,MEMORIAL HEALTHCARE CENTER,20201112,MI,SHIAWASSEE,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MEMORIAL HEALTHCARE CENTER,100
Memorial Healthcare Center,MEMORIAL HEALTHCARE CENTER,MEMORIAL HEALTHCARE CENTER,20201112,MI,SHIAWASSEE,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MEMORIAL HEALTHCARE CENTER,100
Olive Branch I,OLIVE BRANCH I,,20201112,MI,SHIAWASSEE,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DURAND SENIOR CARE AND REHABILITATION CENTER,43
Olive Branch I,OLIVE BRANCH I,,20201112,MI,SHIAWASSEE,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DURAND SENIOR CARE AND REHABILITATION CENTER,43
Olive Branch II,OLIVE BRANCH II,,20201112,MI,SHIAWASSEE,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DURAND SENIOR CARE AND REHABILITATION CENTER,42
Olive Branch II,OLIVE BRANCH II,,20201112,MI,SHIAWASSEE,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DURAND SENIOR CARE AND REHABILITATION CENTER,42
Oliver Woods #4,OLIVER WOODS #4,,20201112,MI,SHIAWASSEE,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PLEASANT VIEW SHIAWASSEE COUNTY MCF,32
Oliver Woods #4,OLIVER WOODS #4,,20201112,MI,SHIAWASSEE,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PLEASANT VIEW SHIAWASSEE COUNTY MCF,32
Oliver Woods 1,OLIVER WOODS 1,,20201112,MI,SHIAWASSEE,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DURAND SENIOR CARE AND REHABILITATION CENTER,32
Oliver Woods 1,OLIVER WOODS 1,,20201112,MI,SHIAWASSEE,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DURAND SENIOR CARE AND REHABILITATION CENTER,32
Oliver Woods 2,OLIVER WOODS 2,,20201112,MI,SHIAWASSEE,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DURAND SENIOR CARE AND REHABILITATION CENTER,32
Oliver Woods 2,OLIVER WOODS 2,,20201112,MI,SHIAWASSEE,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DURAND SENIOR CARE AND REHABILITATION CENTER,32
Oliver Woods 3,OLIVER WOODS 3,,20201112,MI,SHIAWASSEE,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DURAND SENIOR CARE AND REHABILITATION CENTER,32
Oliver Woods 3,OLIVER WOODS 3,,20201112,MI,SHIAWASSEE,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DURAND SENIOR CARE AND REHABILITATION CENTER,32
Pleasant View Shiawassee County MCF,PLEASANT VIEW SHIAWASSEE COUNTY MCF,PLEASANT VIEW SHIAWASSEE COUNTY MCF,20201112,MI,SHIAWASSEE,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PLEASANT VIEW SHIAWASSEE COUNTY MCF,100
Pleasant View Shiawassee County MCF,PLEASANT VIEW SHIAWASSEE COUNTY MCF,PLEASANT VIEW SHIAWASSEE COUNTY MCF,20201112,MI,SHIAWASSEE,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PLEASANT VIEW SHIAWASSEE COUNTY MCF,100
The Meadows,THE MEADOWS,,20201112,MI,SHIAWASSEE,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MEMORIAL HEALTHCARE CENTER,40
The Meadows,THE MEADOWS,,20201112,MI,SHIAWASSEE,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MEMORIAL HEALTHCARE CENTER,40
Carey's Young at Heart,CAREY'S YOUNG AT HEART,,20201112,MI,TUSCOLA,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FISHER SENIOR CARE AND REHABILITATION,43
Carey's Young at Heart,CAREY'S YOUNG AT HEART,,20201112,MI,TUSCOLA,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FISHER SENIOR CARE AND REHABILITATION,43
Fisher Senior Care and Rehabilitation,FISHER SENIOR CARE AND REHABILITATION,FISHER SENIOR CARE AND REHABILITATION,20201112,MI,TUSCOLA,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FISHER SENIOR CARE AND REHABILITATION,100
Fisher Senior Care and Rehabilitation,FISHER SENIOR CARE AND REHABILITATION,FISHER SENIOR CARE AND REHABILITATION,20201112,MI,TUSCOLA,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FISHER SENIOR CARE AND REHABILITATION,100
Heritage Hill Assisted Living,HERITAGE HILL ASSISTED LIVING,,20201112,MI,TUSCOLA,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MEDILODGE OF CASS CITY,43
Heritage Hill Assisted Living,HERITAGE HILL ASSISTED LIVING,,20201112,MI,TUSCOLA,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MEDILODGE OF CASS CITY,43
Hilltop House,HILLTOP HOUSE,,20201112,MI,TUSCOLA,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FISHER SENIOR CARE AND REHABILITATION,46
Hilltop House,HILLTOP HOUSE,,20201112,MI,TUSCOLA,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FISHER SENIOR CARE AND REHABILITATION,46
Medilodge of Cass City,MEDILODGE OF CASS CITY,MEDILODGE OF CASS CITY,20201112,MI,TUSCOLA,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MEDILODGE OF CASS CITY,100
Medilodge of Cass City,MEDILODGE OF CASS CITY,MEDILODGE OF CASS CITY,20201112,MI,TUSCOLA,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MEDILODGE OF CASS CITY,100
Northwood Meadows,NORTHWOOD MEADOWS,,20201112,MI,TUSCOLA,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FISHER SENIOR CARE AND REHABILITATION,37
Northwood Meadows,NORTHWOOD MEADOWS,,20201112,MI,TUSCOLA,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FISHER SENIOR CARE AND REHABILITATION,37
Satchell's Christian Retirement Home,SATCHELL'S CHRISTIAN RETIREMENT HOME,,20201112,MI,TUSCOLA,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FISHER SENIOR CARE AND REHABILITATION,44
Satchell's Christian Retirement Home,SATCHELL'S CHRISTIAN RETIREMENT HOME,,20201112,MI,TUSCOLA,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FISHER SENIOR CARE AND REHABILITATION,44
Tuscola Count Medical Care Community ,TUSCOLA COUNTY MEDICAL CARE FACILITY,TUSCOLA COUNTY MEDICAL CARE FACILITY,20201112,MI,TUSCOLA,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TUSCOLA COUNTY MEDICAL CARE FACILITY,100
Tuscola Count Medical Care Community ,TUSCOLA COUNTY MEDICAL CARE FACILITY,TUSCOLA COUNTY MEDICAL CARE FACILITY,20201112,MI,TUSCOLA,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TUSCOLA COUNTY MEDICAL CARE FACILITY,100
Vadavilla AFC Home,VADAVILLA AFC HOME,,20201112,MI,TUSCOLA,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FISHER SENIOR CARE AND REHABILITATION,38
Vadavilla AFC Home,VADAVILLA AFC HOME,,20201112,MI,TUSCOLA,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FISHER SENIOR CARE AND REHABILITATION,38
Vassar Fields Assisted Living II,VASSAR FIELDS ASSISTED LIVING II,,20201112,MI,TUSCOLA,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MEDILODGE OF CASS CITY,42
Vassar Fields Assisted Living II,VASSAR FIELDS ASSISTED LIVING II,,20201112,MI,TUSCOLA,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MEDILODGE OF CASS CITY,42
Vassar Fields Assisted Living III,VASSAR FIELDS ASSISTED LIVING III,,20201112,MI,TUSCOLA,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MEDILODGE OF CASS CITY,43
Vassar Fields Assisted Living III,VASSAR FIELDS ASSISTED LIVING III,,20201112,MI,TUSCOLA,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MEDILODGE OF CASS CITY,43
Beacon Home at Wave Crest,BEACON HOME AT WAVE CREST,,20201112,MI,VAN BUREN,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GRACEWAY AT COUNTRYSIDE,48
Beacon Home at Wave Crest,BEACON HOME AT WAVE CREST,,20201112,MI,VAN BUREN,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GRACEWAY AT COUNTRYSIDE,48
Bronson Commons,BRONSON COMMONS,BRONSON COMMONS,20201112,MI,VAN BUREN,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BRONSON COMMONS,100
Bronson Commons,BRONSON COMMONS,BRONSON COMMONS,20201112,MI,VAN BUREN,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BRONSON COMMONS,100
Graceway at Countryside,GRACEWAY AT COUNTRYSIDE,GRACEWAY AT COUNTRYSIDE,20201112,MI,VAN BUREN,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GRACEWAY AT COUNTRYSIDE,100
Graceway at Countryside,GRACEWAY AT COUNTRYSIDE,GRACEWAY AT COUNTRYSIDE,20201112,MI,VAN BUREN,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GRACEWAY AT COUNTRYSIDE,100
Maple Lake Assisted Living,MAPLE LAKE ASSISTED LIVING,,20201112,MI,VAN BUREN,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MEADOW WOODS NURSING AND REHABILITATION,40
Maple Lake Assisted Living,MAPLE LAKE ASSISTED LIVING,,20201112,MI,VAN BUREN,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MEADOW WOODS NURSING AND REHABILITATION,40
Meadow Woods Nursing & Rehab,MEADOW WOODS NURSING AND REHABILITATION,MEADOW WOODS NURSING AND REHABILITATION,20201112,MI,VAN BUREN,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MEADOW WOODS NURSING AND REHABILITATION,100
Meadow Woods Nursing & Rehab,MEADOW WOODS NURSING AND REHABILITATION,MEADOW WOODS NURSING AND REHABILITATION,20201112,MI,VAN BUREN,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MEADOW WOODS NURSING AND REHABILITATION,100
River Ridge Retirement Village,RIVER RIDGE RETIREMENT VILLAGE,,20201112,MI,VAN BUREN,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GRACEWAY AT COUNTRYSIDE,40
River Ridge Retirement Village,RIVER RIDGE RETIREMENT VILLAGE,,20201112,MI,VAN BUREN,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GRACEWAY AT COUNTRYSIDE,40
River Ridge Retirement Village Specialized Care,RIVER RIDGE RETIREMENT VILLAGE SPECIALIZED CARE,,20201112,MI,VAN BUREN,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GRACEWAY AT COUNTRYSIDE,37
River Ridge Retirement Village Specialized Care,RIVER RIDGE RETIREMENT VILLAGE SPECIALIZED CARE,,20201112,MI,VAN BUREN,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GRACEWAY AT COUNTRYSIDE,37
South Haven Nursing & Rehab,SOUTH HAVEN NURSING AND REHABILITATION,SOUTH HAVEN NURSING AND REHABILITATION,20201112,MI,VAN BUREN,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SOUTH HAVEN NURSING AND REHABILITATION,100
South Haven Nursing & Rehab,SOUTH HAVEN NURSING AND REHABILITATION,SOUTH HAVEN NURSING AND REHABILITATION,20201112,MI,VAN BUREN,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SOUTH HAVEN NURSING AND REHABILITATION,100
White Oaks Assisted Living - I,WHITE OAKS ASSISTED LIVING - I,,20201112,MI,VAN BUREN,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MEADOW WOODS NURSING AND REHABILITATION,38
White Oaks Assisted Living - I,WHITE OAKS ASSISTED LIVING - I,,20201112,MI,VAN BUREN,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MEADOW WOODS NURSING AND REHABILITATION,38
White Oaks Assisted Living - II,WHITE OAKS ASSISTED LIVING - II,,20201112,MI,VAN BUREN,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MEADOW WOODS NURSING AND REHABILITATION,37
White Oaks Assisted Living - II,WHITE OAKS ASSISTED LIVING - II,,20201112,MI,VAN BUREN,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MEADOW WOODS NURSING AND REHABILITATION,37
Atria Park of Ann Arbor,ATRIA PARK OF ANN ARBOR,,20201112,MI,WASHTENAW,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HEARTLAND HEALTH CARE CENTER - ANN ARBOR,86
Atria Park of Ann Arbor,ATRIA PARK OF ANN ARBOR,,20201112,MI,WASHTENAW,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HEARTLAND HEALTH CARE CENTER - ANN ARBOR,86
Balfour Ann Arbor,BALFOUR ANN ARBOR,,20201112,MI,WASHTENAW,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HEARTLAND HEALTH CARE CENTER - ANN ARBOR,86
Balfour Ann Arbor,BALFOUR ANN ARBOR,,20201112,MI,WASHTENAW,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HEARTLAND HEALTH CARE CENTER - ANN ARBOR,86
Brookdale Ann Arbor,BROOKDALE ANN ARBOR,,20201112,MI,WASHTENAW,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HEARTLAND HEALTH CARE CENTER - ANN ARBOR,86
Brookdale Ann Arbor,BROOKDALE ANN ARBOR,,20201112,MI,WASHTENAW,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HEARTLAND HEALTH CARE CENTER - ANN ARBOR,86
Brookdale W. Eisenhower Pkwy,BROOKDALE W. EISENHOWER PKWY,,20201112,MI,WASHTENAW,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GILBERT RESIDENCE,42
Brookdale W. Eisenhower Pkwy,BROOKDALE W. EISENHOWER PKWY,,20201112,MI,WASHTENAW,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GILBERT RESIDENCE,42
Care and Rehab Center at Glacier Hills,CARE AND REHABILITATION CENTER AT GLACIER HILLS,CARE AND REHABILITATION CENTER AT GLACIER HILLS,20201112,MI,WASHTENAW,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CARE AND REHABILITATION CENTER AT GLACIER HILLS,100
Care and Rehab Center at Glacier Hills,CARE AND REHABILITATION CENTER AT GLACIER HILLS,CARE AND REHABILITATION CENTER AT GLACIER HILLS,20201112,MI,WASHTENAW,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CARE AND REHABILITATION CENTER AT GLACIER HILLS,100
Chelsea Retirement Community,CHELSEA RETIREMENT COMMUNITY,CHELSEA RETIREMENT COMMUNITY,20201112,MI,WASHTENAW,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHELSEA RETIREMENT COMMUNITY,100
Chelsea Retirement Community,CHELSEA RETIREMENT COMMUNITY,CHELSEA RETIREMENT COMMUNITY,20201112,MI,WASHTENAW,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHELSEA RETIREMENT COMMUNITY,100
Chelsea Retirement Community HFA,CHELSEA RETIREMENT COMMUNITY HFA,,20201112,MI,WASHTENAW,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHELSEA RETIREMENT COMMUNITY,95
Chelsea Retirement Community HFA,CHELSEA RETIREMENT COMMUNITY HFA,,20201112,MI,WASHTENAW,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHELSEA RETIREMENT COMMUNITY,95
Eisenhower Center North Hall,EISENHOWER CENTER NORTH HALL,,20201112,MI,WASHTENAW,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CARE AND REHABILITATION CENTER AT GLACIER HILLS,86
Eisenhower Center North Hall,EISENHOWER CENTER NORTH HALL,,20201112,MI,WASHTENAW,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CARE AND REHABILITATION CENTER AT GLACIER HILLS,86
Eisenhower Center  - East Hall,EISENHOWER CENTER  - EAST HALL,,20201112,MI,WASHTENAW,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CARE AND REHABILITATION CENTER AT GLACIER HILLS,86
Eisenhower Center  - East Hall,EISENHOWER CENTER  - EAST HALL,,20201112,MI,WASHTENAW,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CARE AND REHABILITATION CENTER AT GLACIER HILLS,86
Eisenhower Center  - South Main,EISENHOWER CENTER  - SOUTH MAIN,,20201112,MI,WASHTENAW,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CARE AND REHABILITATION CENTER AT GLACIER HILLS,86
Eisenhower Center  - South Main,EISENHOWER CENTER  - SOUTH MAIN,,20201112,MI,WASHTENAW,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CARE AND REHABILITATION CENTER AT GLACIER HILLS,86
Eva's House at Glacier Hills,EVA'S HOUSE AT GLACIER HILLS,,20201112,MI,WASHTENAW,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CARE AND REHABILITATION CENTER AT GLACIER HILLS,86
Eva's House at Glacier Hills,EVA'S HOUSE AT GLACIER HILLS,,20201112,MI,WASHTENAW,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CARE AND REHABILITATION CENTER AT GLACIER HILLS,86
Evangelical Home - Saline,EVANGELICAL HOME - SALINE,EVANGELICAL HOME - SALINE,20201112,MI,WASHTENAW,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EVANGELICAL HOME - SALINE,100
Evangelical Home - Saline,EVANGELICAL HOME - SALINE,EVANGELICAL HOME - SALINE,20201112,MI,WASHTENAW,,,Nursing Home,Federal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EVANGELICAL HOME - SALINE,100
