,Week Ending,Federal Provider Number,Provider Name,Provider Address,Provider City,Provider State,Provider Zip Code,Submitted Data,Passed Quality Assurance Check,Residents Weekly Admissions COVID-19,Residents Total Admissions COVID-19,Residents Weekly Confirmed COVID-19,Residents Total Confirmed COVID-19,Residents Weekly Suspected COVID-19,Residents Total Suspected COVID-19,Residents Weekly All Deaths,Residents Total All Deaths,Residents Weekly COVID-19 Deaths,Residents Total COVID-19 Deaths,Number of All Beds,Total Number of Occupied Beds,Resident Access to Testing in Facility,Laboratory Type Is State Health Dept,Laboratory Type Is Private Lab,Laboratory Type Is Other,Staff Weekly Confirmed COVID-19,Staff Total Confirmed COVID-19,Staff Weekly Suspected COVID-19,Staff Total Suspected COVID-19,Staff Weekly COVID-19 Deaths,Staff Total COVID-19 Deaths,Shortage of Nursing Staff,Shortage of Clinical Staff,Shortage of Aides,Shortage of Other Staff,Any Current Supply of N95 Masks,One-Week Supply of N95 Masks,Any Current Supply of Surgical Masks,One-Week Supply of Surgical Masks,Any Current Supply of Eye Protection,One-Week Supply of Eye Protection,Any Current Supply of Gowns,One-Week Supply of Gowns,Any Current Supply of Gloves,One-Week Supply of Gloves,Any Current Supply of Hand Sanitizer,One-Week Supply of Hand Sanitizer,Ventilator Dependent Unit,Number of Ventilators in Facility,Number of Ventilators in Use for COVID-19,Any Current Supply of Ventilator Supplies,One-Week Supply of Ventilator Supplies,"Total Resident Confirmed COVID-19 Cases Per 1,000 Residents","Total Resident COVID-19 Deaths Per 1,000 Residents",Total Residents COVID-19 Deaths as a Percentage of Confirmed COVID-19 Cases,Geolocation
24356,05/31/2020,365209,"GARDEN MANOR EXTENDED CARE CENTER, INC",6898 HAMILTON MIDDLETOWN ROAD,MIDDLETOWN,OH,45044.0,Y,Y,0.0,1.0,2.0,3.0,1.0,2.0,2.0,5.0,1.0,2.0,200.0,160.0,Y,N,Y,N,0.0,2.0,4.0,6.0,0.0,0.0,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,0.0,0.0,Y,Y,18.8,12.5,66.7,POINT (-84.419128 39.469848)
24357,05/31/2020,676005,PARK PLACE NURSING & REHABILITATION CENTER,2450 E FIFTH ST,TYLER,TX,75701.0,N,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-95.268828 32.332251)
24358,05/31/2020,675550,PECAN TREE REHAB AND HEALTHCARE CENTER,1900 E CALIFORNIA ST,GAINESVILLE,TX,76240.0,N,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-97.121963 33.625107)
24359,05/31/2020,675230,PINE GROVE NURSING CENTER,246 HALEY DR,CENTER,TX,75935.0,N,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-94.172334 31.772694999999995)
24361,05/31/2020,375107,THE GRAND AT BETHANY SKILLED NURSING AND THERAPY,7000 NORTHWEST 32ND STREET,BETHANY,OK,73008.0,Y,Y,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,161.0,96.0,Y,Y,Y,N,0.0,0.0,0.0,0.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,,POINT (-97.635071 35.504245)
24363,05/31/2020,515140,TRINITY HEALTH CARE OF LOGAN,1000 WEST PARK AVENUE,LOGAN,WV,25601.0,Y,Y,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,120.0,103.0,Y,N,Y,N,0.0,2.0,0.0,0.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,,POINT (-81.98706 37.84917)
24364,05/31/2020,395905,KINGSTON HEALTH CARE CENTER,702 THIRD AVENUE,KINGSTON,PA,18704.0,Y,Y,0.0,0.0,0.0,0.0,1.0,16.0,0.0,0.0,0.0,0.0,65.0,55.0,Y,N,Y,N,0.0,0.0,1.0,2.0,0.0,0.0,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,,POINT (-75.877035 41.262256)
24367,05/31/2020,445238,LIFE CARE CENTER OF TULLAHOMA,1715 N JACKSON ST,TULLAHOMA,TN,37388.0,Y,Y,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,169.0,87.0,Y,Y,Y,Y,0.0,0.0,0.0,0.0,0.0,0.0,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,,,,,0.0,0.0,,POINT (-86.229443 35.381713)
24371,05/31/2020,455642,HERITAGE VILLA NURSING AND REHABILITATION LP,310 E LAWRENCE ST,DAYTON,TX,77535.0,Y,Y,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,25.0,Y,N,Y,N,0.0,0.0,0.0,0.0,0.0,0.0,N,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,40.0,0.0,0.0,POINT (-94.89276 30.060059)
24373,05/31/2020,555387,CREEKSIDE CENTER,9107 N. DAVIS ROAD,STOCKTON,CA,95209.0,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-121.331806 38.032765)
24375,05/31/2020,335351,NATHAN LITTAUER HOSPITAL NURSING HOME,99 EAST STATE STREET,GLOVERSVILLE,NY,12078.0,N,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,,,,,,,0.0,3.0,0.0,15.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-74.330817 43.068029)
24377,05/31/2020,395563,MORRISONS COVE HOME,429 SOUTH MARKET STREET,MARTINSBURG,PA,16662.0,Y,Y,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,124.0,114.0,Y,Y,Y,N,0.0,0.0,5.0,5.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,,POINT (-78.328452 40.305177)
24379,05/31/2020,676437,ACCEL AT COLLEGE STATION,1500 MEDICAL AVENUE,COLLEGE STATION,TX,77845.0,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24380,05/31/2020,365495,EVERGREEN HEALTHCARE CENTER,924 CHARLIE'S WAY,MONTPELIER,OH,43543.0,Y,Y,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,45.0,Y,N,Y,N,0.0,0.0,1.0,1.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,,POINT (-84.603557 41.576277)
24382,05/31/2020,365679,SIGNATURE HEALTHCARE OF FAYETTE COUNTY,375 GLENN AVENUE,WASHINGTON COURT HOU,OH,43160.0,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-83.41944 39.548698)
24386,05/31/2020,375390,BAPTIST VILLAGE OF HUGO,1200 WEST FINLEY,HUGO,OK,74743.0,Y,Y,0.0,0.0,2.0,2.0,8.0,8.0,0.0,0.0,1.0,1.0,100.0,55.0,Y,Y,Y,N,3.0,3.0,2.0,2.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,36.4,18.2,50.0,POINT (-95.525029 34.01744)
24388,05/31/2020,455486,ENNIS CARE CENTER,1200 S HALL ST,ENNIS,TX,75119.0,Y,Y,0.0,0.0,1.0,4.0,0.0,0.0,3.0,4.0,1.0,1.0,155.0,76.0,Y,N,Y,N,0.0,1.0,0.0,1.0,0.0,0.0,Y,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,52.6,13.2,25.0,POINT (-96.631353 32.312468)
24390,05/31/2020,555122,MCKINLEY PARK CARE CENTER,3700 H STREET,SACRAMENTO,CA,95816.0,Y,Y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,55.0,Y,N,N,Y,0.0,0.0,0.0,0.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,,POINT (-121.456018 38.57278)
24393,05/31/2020,445467,ALAMO NURSING AND REHABILITATION CENTER,580 W MAIN STREET,ALAMO,TN,38001.0,Y,Y,0.0,0.0,0.0,0.0,0.0,9.0,1.0,4.0,0.0,0.0,121.0,68.0,Y,N,Y,N,0.0,3.0,0.0,3.0,0.0,0.0,N,N,N,N,Y,N,Y,Y,Y,Y,Y,N,N,Y,Y,Y,N,,,,,0.0,0.0,,POINT (-89.127729 35.785293)
24394,05/31/2020,375428,TUTTLE CARE CENTER,104 SOUTHEAST 4TH STREET,TUTTLE,OK,73089.0,N,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,0.0,0.0,,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-97.807979 35.289356)
24395,05/31/2020,555667,GARDEN PARK CARE CENTER,12681 HASTER STREET,GARDEN GROVE,CA,92840.0,Y,Y,1.0,2.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,124.0,109.0,Y,Y,N,N,0.0,2.0,0.0,0.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,23.0,0.0,Y,Y,45.9,9.2,20.0,POINT (-117.906141 33.778983)
24396,05/31/2020,495295,RIVERSIDE HEALTH & REHAB CNTR,2344 RIVERSIDE DRIVE,DANVILLE,VA,24540.0,Y,Y,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,157.0,Y,Y,Y,Y,0.0,0.0,0.0,0.0,0.0,0.0,N,N,N,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,,POINT (-79.409445 36.595037)
24399,05/31/2020,555712,HILLVIEW CONVALESCENT HOSPITAL,530 WEST DUNNE AVENUE & LA SELVA,MORGAN HILL,CA,95037.0,N,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-72.633818 40.959913)
24400,05/31/2020,335524,METHODIST HOME FOR NURSING AND REHABILITATION,4499 MANHATTAN COLLEGE PARKWAY,BRONX,NY,10471.0,Y,Y,0.0,11.0,0.0,44.0,0.0,0.0,0.0,23.0,0.0,13.0,120.0,80.0,Y,N,Y,N,2.0,30.0,0.0,11.0,0.0,1.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,550.0,162.5,29.5,POINT (-73.902856 40.890133)
24403,05/31/2020,366450,JAMESTOWNE REHABILITATION,1371 MAIN STREET,HAMILTON,OH,45013.0,Y,Y,0.0,0.0,0.0,0.0,1.0,9.0,2.0,3.0,0.0,0.0,42.0,29.0,Y,N,Y,N,0.0,0.0,1.0,2.0,0.0,0.0,Y,N,N,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,,POINT (-84.591784 39.421874)
24404,05/31/2020,505484,NORTHWOODS LODGE,2321 SCHOLD PLACE NORTHWEST,SILVERDALE,WA,98383.0,Y,Y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,57.0,45.0,Y,N,Y,N,0.0,0.0,0.0,0.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,,POINT (-122.679052 47.674109)
24405,05/31/2020,49A022,CHILDRENS HOSPITAL,2924 BROOK RD,RICHMOND,VA,23220.0,N,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-77.449207 37.570261)
24406,05/31/2020,555398,WINDSOR POST-ACUTE CARE CENTER OF HAYWARD,25919 GADING ROAD,HAYWARD,CA,94544.0,Y,Y,0.0,3.0,0.0,23.0,0.0,3.0,0.0,25.0,0.0,12.0,99.0,64.0,Y,N,N,Y,0.0,19.0,0.0,0.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,359.4,187.5,52.2,POINT (-122.081439 37.647855)
24407,05/31/2020,415033,HEATHERWOOD REHABILITATION & HEALTH CARE CENTER,398 BELLEVUE AVENUE,NEWPORT,RI,2840.0,N,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-71.307969 41.477036)
24409,05/31/2020,675469,FLORESVILLE RESIDENCE AND REHABILITATION CENTER,1811 SIXTH ST,FLORESVILLE,TX,78114.0,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-98.149848 29.13138)
24411,05/31/2020,345394,BROOK STONE LIVING CENTER,8990 HIGHWAY 17 SOUTH,POLLOCKSVILLE,NC,28573.0,Y,Y,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,59.0,Y,N,Y,N,0.0,0.0,0.0,0.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,,POINT (-77.224142 34.999983)
24413,05/31/2020,445165,THE HIGHLANDS OF MEMPHIS HEALTH & REHABILITATION,3549 NORRISWOOD,MEMPHIS,TN,38111.0,Y,Y,0.0,10.0,0.0,79.0,0.0,3.0,1.0,18.0,0.0,8.0,165.0,110.0,Y,N,Y,N,0.0,62.0,0.0,0.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,718.2,72.7,10.1,POINT (-89.943555 35.121209)
24415,05/31/2020,375460,"MONTEREAU, INC",6800 SOUTH GRANITE AVENUE,TULSA,OK,74136.0,Y,Y,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,74.0,65.0,Y,N,Y,N,1.0,1.0,0.0,0.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,,POINT (-95.910933 36.064888)
24418,05/31/2020,525451,RENNES HEALTH AND REHAB CENTER-WEST,501 N LAKE ST,PESHTIGO,WI,54157.0,Y,Y,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,99.0,87.0,Y,Y,Y,N,0.0,0.0,0.0,1.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,,POINT (-87.760871 45.062892)
24419,05/31/2020,525591,BETHEL HOME AND SERVICES,614 S ROCK AVE,VIROQUA,WI,54665.0,Y,Y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,47.0,Y,Y,N,N,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,POINT (-90.890511 43.550846)
24421,05/31/2020,675668,WOOD MEMORIAL NURSING AND REHABILITATION CENTER,320 GREENVILLE HIGHWAY,MINEOLA,TX,75773.0,N,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-95.487852 32.677131)
24423,05/31/2020,365572,EASTLAND HEALTH  CARE AND REHABILITATION CENTER,2425 KIMBERLY PARKWAY EAST,COLUMBUS,OH,43232.0,Y,Y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.0,71.0,Y,Y,Y,N,1.0,2.0,0.0,0.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,,POINT (-82.883536 39.924861)
24427,05/31/2020,445489,HUMPHREYS COUNTY CARE AND REHABILITATION,104 FORT HILL ROAD,WAVERLY,TN,37185.0,Y,Y,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,91.0,70.0,Y,N,Y,N,0.0,0.0,0.0,0.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,,POINT (-87.793764 36.077899)
24428,05/31/2020,43A135,"EASTERN STAR HOME OF SOUTH DAKOTA, INC",126 W 12TH AVENUE  POST OFFICE BOX 150,REDFIELD,SD,57469.0,Y,Y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,29.0,Y,Y,Y,N,0.0,0.0,0.0,2.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,,POINT (-114.713657 42.93335)
24429,05/31/2020,375535,LATIMER NURSING HOME,103 SOUTHWEST 9TH STREET,WILBURTON,OK,74578.0,Y,Y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,48.0,29.0,Y,Y,Y,N,0.0,0.0,0.0,0.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,,POINT (-95.32109 34.919984)
24432,05/31/2020,315506,MANORCARE HEALTH SERVICES-WASHINGTON TOWNSHIP,378 FRIES MILL ROAD,SEWELL,NJ,8080.0,Y,Y,0.0,0.0,4.0,4.0,1.0,1.0,14.0,14.0,0.0,0.0,120.0,70.0,Y,N,Y,N,4.0,4.0,1.0,1.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,57.1,0.0,0.0,POINT (-75.050934 39.714148)
24433,05/31/2020,395790,SENECA PLACE,5360 SALTSBURG ROAD,VERONA,PA,15147.0,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-79.83626000000001 40.480547)
24438,05/31/2020,335377,DIAMOND HILL NURSING AND REHABILITATION CENTER,100 NEW TURNPIKE ROAD,TROY,NY,12182.0,Y,Y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,89.0,Y,Y,Y,N,7.0,7.0,0.0,0.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,0.0,0.0,,POINT (-73.663245 42.794048)
24439,05/31/2020,365747,ASTORIA PLACE OF WATERVILLE,555 ANTHONY WAYNE TRAIL,WATERVILLE,OH,43566.0,Y,Y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,82.0,Y,Y,Y,N,0.0,0.0,0.0,0.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,,POINT (-83.728459 41.489076)
24440,05/31/2020,495266,HANOVER HEALTH AND REHABILITATION CENTER,8139 LEE DAVIS ROAD,MECHANICSVILLE,VA,23111.0,Y,Y,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,86.0,Y,Y,Y,Y,0.0,0.0,0.0,3.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,,POINT (-77.341149 37.623382)
24441,05/31/2020,676411,CLARENDON NURSING HOME,TEN MEDICAL CENTER DR,CLARENDON,TX,79226.0,N,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
24443,05/31/2020,366012,COUNTRY MEADOW REHABILITATION AND NURSING CENTER,4910 ALGIRE RD,BELLVILLE,OH,44813.0,Y,Y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,48.0,34.0,Y,N,Y,N,0.0,0.0,0.0,0.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,,,,,0.0,0.0,,POINT (-82.610599 40.623789)
24444,05/31/2020,345558,NC STATE VETERANS HOME-BLACK MOUNTAIN,62 LAKE EDEN ROAD,BLACK MOUNTAIN,NC,28711.0,Y,Y,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,100.0,96.0,Y,N,Y,Y,0.0,0.0,0.0,0.0,0.0,0.0,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,,POINT (-82.370889 35.613153)
24445,05/31/2020,676358,THE VILLAGES ON MACARTHUR,3443 N MACARTHUR BLVD,IRVING,TX,75062.0,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-96.959124 32.85176)
24451,05/31/2020,365833,"JUDSON CARE CENTER, INC",2373 HARRISON AVENUE,CINCINNATI,OH,45211.0,Y,Y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,79.0,Y,N,Y,N,0.0,0.0,0.0,0.0,0.0,0.0,Y,N,Y,Y,Y,Y,Y,N,Y,N,Y,N,Y,Y,Y,Y,N,,,,,0.0,0.0,,POINT (-84.578426 39.138158)
24452,05/31/2020,345219,MAGNOLIA LANE NURSING AND REHABILITATION CENTER,107 MAGNOLIA DRIVE,MORGANTON,NC,28655.0,Y,Y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121.0,50.0,Y,N,Y,N,0.0,0.0,0.0,0.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,,POINT (-81.6933 35.725367)
24455,05/31/2020,395788,SUNNYVIEW NURSING AND REHABILITATION CENTER,107 SUNNYVIEW CIRCLE,BUTLER,PA,16001.0,Y,Y,0.0,0.0,0.0,1.0,0.0,11.0,0.0,0.0,0.0,0.0,220.0,210.0,Y,N,Y,N,0.0,0.0,0.0,2.0,0.0,0.0,Y,N,Y,N,Y,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,,,,,4.8,0.0,0.0,POINT (-79.887151 40.848358)
24458,05/31/2020,505024,FRANKLIN HILLS HEALTH & REHAB CENTER,6021 NORTH LIDGERWOOD,SPOKANE,WA,99207.0,N,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
24460,05/31/2020,335376,SCHOELLKOPF HEALTH CENTER,621 TENTH STREET,NIAGARA FALLS,NY,14302.0,Y,Y,0.0,0.0,0.0,33.0,0.0,3.0,0.0,3.0,0.0,0.0,120.0,88.0,Y,N,Y,N,6.0,31.0,1.0,4.0,0.0,0.0,Y,N,Y,Y,Y,N,Y,N,Y,N,Y,N,Y,N,Y,Y,N,,,,,375.0,0.0,0.0,POINT (-79.050429 43.093433)
24462,05/31/2020,315350,NORTH CAPE CENTER,700 TOWNBANK ROAD,CAPE MAY,NJ,8204.0,Y,Y,1.0,2.0,0.0,23.0,2.0,2.0,0.0,3.0,1.0,8.0,120.0,61.0,Y,N,Y,N,3.0,12.0,2.0,6.0,0.0,0.0,N,N,N,N,Y,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,,,,,377.0,131.1,34.8,POINT (-74.924014 38.973309)
24464,05/31/2020,425381,"NHC HEALTH CARE,  CHARLESTON",2230 ASHLEY CROSSING DRIVE,CHARLESTON,SC,29414.0,Y,Y,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,56.0,Y,N,Y,N,0.0,1.0,0.0,1.0,0.0,0.0,Y,N,Y,N,Y,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,,,,,17.9,0.0,0.0,POINT (-80.037425 32.81484)
24467,05/31/2020,445413,LAURELWOOD HEALTHCARE CENTER,200 BIRCH ST,JACKSON,TN,38301.0,Y,Y,1.0,3.0,0.0,0.0,0.0,4.0,1.0,4.0,0.0,0.0,64.0,51.0,Y,Y,Y,N,0.0,0.0,0.0,5.0,0.0,0.0,N,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,,POINT (-88.783728 35.616989)
24468,05/31/2020,375148,GLENWOOD HEALTHCARE,1700 EAST 141ST STREET,GLENPOOL,OK,74033.0,Y,Y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119.0,72.0,Y,Y,N,N,0.0,0.0,0.0,0.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,,POINT (-95.97386 35.95925)
24470,05/31/2020,435059,AVANTARA LAKE NORDEN,803 PARK STREET   POST OFFICE BOX 139,LAKE NORDEN,SD,57248.0,Y,Y,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,63.0,43.0,Y,Y,Y,N,0.0,0.0,1.0,6.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,,POINT (-89.533045 37.317076)
24475,05/31/2020,366385,CANTERBURY OF TWINSBURG,9928 VAIL DRIVE,TWINSBURG,OH,44087.0,Y,Y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,56.0,46.0,Y,Y,Y,N,1.0,2.0,0.0,0.0,0.0,0.0,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,2.0,1.0,Y,Y,0.0,0.0,,POINT (-81.43695 41.338547)
24476,05/31/2020,555834,SHEFFIELD CONVALESCENT HOSPITAL,1133 SOUTH VAN NESS AVENUE,SAN FRANCISCO,CA,94110.0,Y,Y,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,34.0,22.0,Y,Y,Y,N,0.0,0.0,0.0,0.0,0.0,0.0,N,N,N,N,Y,N,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,,POINT (-122.416519 37.755047)
24479,05/31/2020,335160,LYNBROOK RESTORATIVE THERAPY AND NURSING,243 ATLANTIC AVENUE,LYNBROOK,NY,11563.0,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-73.667468 40.650074)
24480,05/31/2020,676166,COLONIAL BELLE NURSING HOME SEALY,1401 EAGLE LAKE ROAD,SEALY,TX,77474.0,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-96.168681 29.771904000000003)
